Object Name,Discovery Year,host name
KMT-2021-BLG-1077L b,2021,HAT-P-56
KMT-2021-BLG-1077L c,2022,K2-63
KMT-2021-BLG-1105L,2019,KMT-2021-BLG-1105L
KMT-2021-BLG-1105L b,2019,HIP 113103
KMT-2021-BLG-1150L,2010,KMT-2021-BLG-1150L
KMT-2021-BLG-1150L b,2010,TOI-905
KMT-2021-BLG-1253L,2011,KMT-2021-BLG-1253L
KMT-2021-BLG-1253L b,2011,HD 109749
KMT-2021-BLG-1303L,2012,KMT-2021-BLG-1303L
KMT-2021-BLG-1303L b,2012,K2-280
KMT-2021-BLG-1372L,2018,KMT-2021-BLG-1372L
KMT-2021-BLG-1372L b,2018,HIP 114933
KMT-2021-BLG-1391L,2005,KMT-2021-BLG-1391L
KMT-2021-BLG-1391L b,2005,EPIC 206317286
KMT-2021-BLG-1547L,2021,KMT-2021-BLG-1547L
KMT-2021-BLG-1547L b,2021,HAT-P-22
KMT-2021-BLG-1554L,2004,KMT-2021-BLG-1554L
KMT-2021-BLG-1554L b,2004,Kepler-702
KMT-2021-BLG-1689L,2004,KMT-2021-BLG-1689L
KMT-2021-BLG-1689L b,2023,Kepler-754
KMT-2021-BLG-1770L,2011,KMT-2021-BLG-1770L
KMT-2021-BLG-1770L b,2011,HAT-P-57
KMT-2021-BLG-1898L,2011,KMT-2021-BLG-1898L
KMT-2021-BLG-1898L b,2018,K2-215
KMT-2021-BLG-2010L,2014,KMT-2021-BLG-2010L
KMT-2021-BLG-2010L b,2014,K2-281
KMT-2021-BLG-2294L,2020,KMT-2021-BLG-2294L
KMT-2021-BLG-2294L b,2020,Kepler-829
KMT-2021-BLG-2478L,2015,KMT-2021-BLG-2478L
KMT-2021-BLG-2478L b,2015,HD 10975
KMT-2021-BLG-2609L,2016,KMT-2021-BLG-2609L
KMT-2021-BLG-2609L b,2016,HATS-8
KMT-2022-BLG-0303L,2016,KMT-2022-BLG-0303L
KMT-2022-BLG-0303L b,2016,HIP 79098 AB
KMT-2022-BLG-0371L,2023,KMT-2022-BLG-0371L
KMT-2022-BLG-0371L b,2023,2MASS J11011926-7732383
KMT-2022-BLG-0440L,2023,KMT-2022-BLG-0440L
KMT-2022-BLG-0440L b,2023,Qatar-8
KMT-2022-BLG-1013L,2021,KMT-2022-BLG-1013L
KMT-2022-BLG-1013L b,2021,HD 109833
KMT-2022-BLG-2286L,2014,KMT-2022-BLG-2286L
KMT-2022-BLG-2286L b,2014,OGLE-2019-BLG-1053L
KMT-2023-BLG-0416L,2010,KMT-2023-BLG-0416L
KMT-2023-BLG-0416L b,2010,HIP 79431
KMT-2023-BLG-0469L,2005,KMT-2023-BLG-0469L
KMT-2023-BLG-0469L b,2005,K2-146
KMT-2023-BLG-0735L,2005,KMT-2023-BLG-0735L
KMT-2023-BLG-0735L b,2006,HATS-3
KMT-2023-BLG-1431L,2005,KMT-2023-BLG-1431L
KMT-2023-BLG-1431L b,2009,GJ 229
KMT-2023-BLG-1454L,2022,KMT-2023-BLG-1454L
KMT-2023-BLG-1454L b,2022,Kepler-728
KMT-2023-BLG-1642L,2022,KMT-2023-BLG-1642L
KMT-2023-BLG-1642L b,2022,K2-9
KMT-2023-BLG-1743L,2023,KMT-2023-BLG-1743L
KMT-2023-BLG-1743L b,2023,G 196-3
KMT-2023-BLG-1866L,2023,KMT-2023-BLG-1866L
KMT-2023-BLG-1866L b,2023,GJ 1148
KMT-2024-BLG-1044L,2021,KMT-2024-BLG-1044L
KMT-2024-BLG-1044L b,2021,GJ 96
KOI-12,2019,KOI-12
KOI-12 b,2019,Kepler-833
KOI-1257,2022,KOI-1257
KOI-1257 b,2022,K2-282
KOI-13,2020,KOI-13
KOI-13 b,2020,MOA-2011-BLG-293L
KOI-142,2020,KOI-142
KOI-142 b,2020,Kepler-636
KOI-142 c,2024,K2-90
KOI-1599,2016,KOI-1599
KOI-1599.01,2016,OGLE-TR-211
KOI-1599.02,2016,OGLE-2016-BLG-1190L
KOI-1783,2016,KOI-1783
KOI-1783.01,2016,Kepler-791
KOI-1783.02,2016,Kepler-697
KOI-1831 d,2016,Kepler-576
KOI-1833 d,2020,Kepler-80
KOI-217,2020,KOI-217
KOI-217 b,2020,Kepler-719
KOI-2513,2009,KOI-2513
KOI-2513.01,2009,HATS-30
KOI-3503,2009,KOI-3503
KOI-3503 b,2011,K2-42
KOI-3503 c,2019,LHS 3844
KOI-351,2019,KOI-351
KOI-351 b,2019,Kepler-843
KOI-351 c,2023,HIP 116454
KOI-351 d,2022,K2-283
KOI-351 e,2021,K2-244
KOI-351 f,2011,Qatar-9
KOI-351 g,2011,FU Tau
KOI-351 h,2011,G 196-3
KOI-3680,2021,KOI-3680
KOI-3680 b,2021,G 264-012
KOI-4777,2013,KOI-4777
KOI-4777.01,2013,K2-338
KOI-4978,2020,KOI-4978
KOI-4978 b,2020,18 Del
KOI-55,2016,KOI-55
KOI-55 b,2016,EPIC 211822797
KOI-55 c,2016,GJ 9689
KOI-7368,2017,KOI-7368
KOI-7368 b,2017,BD+48 740
KOI-7892,2011,KOI-7892
KOI-7913,2015,KOI-7913 A
KOI-7913 b,2015,K2-216
KOI-94,2023,KOI-94
KOI-94 b,2023,K2-175
KOI-94 c,2020,Kepler-585
KOI-94 d,2024,Kepler-637
KOI-94 e,2017,K2-397
KOI-984,2015,KOI-984
KOI-984 b,2015,HATS-9
KOI-984 c,2015,K2-245
KPS-1,2009,KPS-1
KPS-1 b,2009,K2-176
L 168-9,2024,L 168-9
L 168-9 b,2024,Kepler-570
L 363-38,2016,L 363-38
L 363-38 b,2016,TOI-763
L 98-59,2016,L 98-59
L 98-59 b,2016,Kepler-749
L 98-59 c,2019,Proxima Cen
L 98-59 d,2016,Oph 11
L 98-59 e,2016,Kepler-667
LHS 1140,2016,LHS 1140
LHS 1140 b,2016,V830 Tau
LHS 1140 c,2016,WTS-1
LHS 1478,2016,LHS 1478
LHS 1478 b,2016,TOI-5319
LHS 1678,2016,LHS 1678
LHS 1678 b,2016,WASP-87
LHS 1678 c,2015,WASP-98
LHS 1678 d,2015,TOI-1444
LHS 1815,2019,LHS 1815
LHS 1815 b,2016,EPIC 206317286
LHS 3154,2016,LHS 3154
LHS 3154 b,2016,91 Aqr
LHS 3844,2016,LHS 3844
LHS 3844 b,2016,OGLE-2012-BLG-0950L
LHS 475,2016,LHS 475
LHS 475 b,2016,OGLE-2006-BLG-284L A
LkCa 15,2016,LkCa 15
LkCa 15 b,2016,KMT-2018-BLG-1996L
LkCa 15 c,2016,Kepler-797
LP 714-47,2016,LP 714-47
LP 714-47 b,2016,Kepler-806
LP 791-18,2016,LP 791-18
LP 791-18 b,2016,TOI-1272
LP 791-18 c,2016,NGTS-11
LP 791-18 d,2016,CT Cha
LP 890-9,2016,LP 890-9
LP 890-9 b,2016,BD+63 1405
LP 890-9 c,2016,PZ Tel
LSPM J2116+0234,2016,LSPM J2116+0234
LSPM J2116+0234 b,2016,TOI-1294
LTT 1445,2015,LTT 1445 A
LTT 1445 A b,2015,OGLE-2018-BLG-0962L
LTT 1445 A c,2016,Kepler-642
LTT 3780,2016,LTT 3780
LTT 3780 b,2016,OGLE-2019-BLG-0468L
LTT 3780 c,2016,TOI-815
LTT 9779,2016,LTT 9779
LTT 9779 b,2016,TOI-824
Luhman 16,2016,Luhman 16 A
Luhman 16 b,2016,ups And
Lupus-TR-3,2016,Lupus-TR-3
Lupus-TR-3 b,2016,EPIC 212499991
M62H,2016,M62H
M62H b,2016,OGLE-2018-BLG-1367L
MASCARA-1,2016,MASCARA-1
MASCARA-1 b,2016,EPIC 212587672
MASCARA-4,2016,MASCARA-4
MASCARA-4 b,2016,TOI-1259 A
MOA-2007-BLG-192L,2015,MOA-2007-BLG-192L
MOA-2007-BLG-192L b,2015,Kepler-788
MOA-2007-BLG-400L,2016,MOA-2007-BLG-400L
MOA-2007-BLG-400L b,2016,L 98-59
MOA-2008-BLG-310L,2016,MOA-2008-BLG-310L
MOA-2008-BLG-310L b,2016,TOI-771
MOA-2008-BLG-379L,2016,MOA-2008-BLG-379L
MOA-2008-BLG-379L b,2016,HD 102843
MOA-2009-BLG-266L,2016,MOA-2009-BLG-266L
MOA-2009-BLG-266L b,2016,HATS-62
MOA-2009-BLG-319L,2016,MOA-2009-BLG-319L
MOA-2009-BLG-319L b,2016,HD 108147
MOA-2009-BLG-387L,2016,MOA-2009-BLG-387L
MOA-2009-BLG-387L b,2016,HAT-P-62
MOA-2010-BLG-073L,2016,MOA-2010-BLG-073L
MOA-2010-BLG-073L b,2016,OGLE-TR-132
MOA-2010-BLG-117L,2016,MOA-2010-BLG-117L
MOA-2010-BLG-117L b,2016,TOI-1269
MOA-2010-BLG-328L,2016,MOA-2010-BLG-328L
MOA-2010-BLG-328L b,2016,NGTS-2
MOA-2010-BLG-353L,2016,MOA-2010-BLG-353L
MOA-2010-BLG-353L b,2016,MOA-2012-BLG-006L
MOA-2010-BLG-477L,2016,MOA-2010-BLG-477L
MOA-2010-BLG-477L b,2016,OGLE-2018-BLG-0977L
MOA-2011-BLG-028L,2016,MOA-2011-BLG-028L
MOA-2011-BLG-028L b,2016,Kepler-781
MOA-2011-BLG-262L,2015,MOA-2011-BLG-262L
MOA-2011-BLG-262L b,2015,Kepler-84
MOA-2011-BLG-291L,2015,MOA-2011-BLG-291L
MOA-2011-BLG-291L b,2016,Qatar-1
MOA-2011-BLG-293L,2016,MOA-2011-BLG-293L
MOA-2011-BLG-293L b,2016,WASP-119
MOA-2011-BLG-322L,2016,MOA-2011-BLG-322L
MOA-2011-BLG-322L b,2016,GJ 422
MOA-2012-BLG-006L,2016,MOA-2012-BLG-006L
MOA-2012-BLG-006L b,2018,OGLE-2016-BLG-1800L
MOA-2012-BLG-505L,2016,MOA-2012-BLG-505L
MOA-2012-BLG-505L b,2016,WASP-144
MOA-2013-BLG-220L,2016,MOA-2013-BLG-220L
MOA-2013-BLG-220L b,2016,HATS-18
MOA-2013-BLG-605L,2016,MOA-2013-BLG-605L
MOA-2013-BLG-605L b,2016,GJ 3634
MOA-2015-BLG-337L,2016,MOA-2015-BLG-337L
MOA-2015-BLG-337L b,2016,Qatar-10
MOA-2016-BLG-227L,2016,MOA-2016-BLG-227L
MOA-2016-BLG-227L b,2016,WASP-107
MOA-2016-BLG-319L,2016,MOA-2016-BLG-319L
MOA-2016-BLG-319L b,2016,HATS-43
MOA-2016-BLG-526L,2016,MOA-2016-BLG-526L
MOA-2016-BLG-526L b,2016,WASP-15
MOA-2019-BLG-008L,2016,MOA-2019-BLG-008L
MOA-2019-BLG-008L b,2016,Kepler-643
MOA-2020-BLG-135L,2016,MOA-2020-BLG-135L
MOA-2020-BLG-135L b,2016,HATS-25
MOA-2020-BLG-208L,2016,MOA-2020-BLG-208L
MOA-2020-BLG-208L b,2016,HIP 34222
MOA-2022-BLG-249L,2015,MOA-2022-BLG-249L
MOA-2022-BLG-249L b,2015,TOI-5218
MOA-2022-BLG-563L,2016,MOA-2022-BLG-563L
MOA-2022-BLG-563L b,2016,OGLE-2013-BLG-0102L
MOA-bin-1L,2016,MOA-bin-1L
MOA-bin-1L b,2016,HAT-P-6
MOA-bin-29,2016,MOA-bin-29
MOA-bin-29 b,2016,HD 102117
mu Leo,2016,mu Leo
mu Leo b,2016,HD 108236
mu2 Sco,2016,mu2 Sco
mu2 Sco b,2016,b Cen A
MWC 758,2016,MWC 758
MWC 758 c,2016,KMT-2016-BLG-2397L
MXB 1658-298,2016,MXB 1658-298
MXB 1658-298 b,2016,HD 100655
NGC 2682 Sand 1429,2016,NGC 2682 Sand 1429
NGC 2682 Sand 1429 b,2016,Kepler-721
NGC 2682 Sand 364,2016,NGC 2682 Sand 364
NGC 2682 Sand 364 b,2016,KELT-6
NGC 2682 Sand 978,2012,NGC 2682 Sand 978
NGC 2682 Sand 978 b,2012,K2-342
NGC 2682 YBP 1194,2016,NGC 2682 YBP 1194
NGC 2682 YBP 1194 b,2016,CoRoT-11
NGC 2682 YBP 1514,2017,NGC 2682 YBP 1514
NGC 2682 YBP 1514 b,2017,CoRoT-20
NGC 2682 YBP 401,2017,NGC 2682 YBP 401
NGC 2682 YBP 401 b,2017,2MASS J04414489+2301513
NGTS-1,2016,NGTS-1
NGTS-1 b,2016,2MASS J12073346-3932539
NGTS-10,2016,NGTS-10
NGTS-10 b,2016,2MASS J22362452+4751425
NGTS-11,2017,NGTS-11
NGTS-11 b,2017,CFHTWIR-Oph 98 A
NGTS-12,2016,NGTS-12
NGTS-12 b,2016,BD+15 2375
NGTS-13,2017,NGTS-13
NGTS-13 b,2017,Barnard's star
NGTS-14,2017,NGTS-14 A
NGTS-14 A b,2017,24 Sex
NGTS-15,2012,NGTS-15
NGTS-15 b,2012,CoRoT-21
NGTS-16,2017,NGTS-16
NGTS-16 b,2017,2MASS J19383260+4603591
NGTS-17,2018,NGTS-17
NGTS-17 b,2018,alf Ari
NGTS-18,2019,NGTS-18
NGTS-18 b,2019,CoRoT-28
NGTS-2,2019,NGTS-2
NGTS-2 b,2019,K2-221
NGTS-20,2013,NGTS-20
NGTS-20 b,2013,BD+03 2562
NGTS-21,2016,NGTS-21
NGTS-21 b,2016,4 UMa
NGTS-23,2014,NGTS-23
NGTS-23 b,2014,CoRoT-9
NGTS-24,2014,NGTS-24
NGTS-24 b,2015,K2-15
NGTS-25,2015,NGTS-25
NGTS-25 b,2015,AB Aur
NGTS-26,2015,NGTS-26
NGTS-26 b,2015,75 Cet
NGTS-27,2017,NGTS-27
NGTS-27 b,2017,2MASS J01033563-5515561 A
NGTS-3,2014,NGTS-3 A
NGTS-3 A b,2014,HIP 55507
NGTS-30,2014,NGTS-30
NGTS-30 b,2014,HIP 56640
NGTS-33 b,2014,HIP 56998
NGTS-4,2021,NGTS-4
NGTS-4 b,2021,HD 39091
NGTS-5,2015,NGTS-5
NGTS-5 b,2015,Kepler-698
NGTS-6,2022,NGTS-6
NGTS-6 b,2022,K2-7
NGTS-8,2015,NGTS-8
NGTS-8 b,2015,Kepler-662
NGTS-9,2015,NGTS-9
NGTS-9 b,2015,Kepler-672
NN Ser,2021,NN Ser
NN Ser c,2021,G 9-40
NN Ser d,2016,K2-370
NSVS 14256825,2021,NSVS 14256825
NSVS 14256825 b,2021,HD 42813
nu Oct,2013,nu Oct A
nu Oct A b,2013,GJ 896 A
nu Oph,2013,nu Oph
nu Oph b,2013,GJ 143
nu Oph c,2016,YSES 2
NY Vir,2015,NY Vir
NY Vir b,2015,Kepler-780
NY Vir c,2015,Ross 128
OGLE-2003-BLG-235L,2015,OGLE-2003-BLG-235L
OGLE-2003-BLG-235L b,2015,Kepler-742
OGLE-2005-BLG-071L,2018,OGLE-2005-BLG-071L
OGLE-2005-BLG-071L b,2018,K2-44
OGLE-2005-BLG-169L,2023,OGLE-2005-BLG-169L
OGLE-2005-BLG-169L b,2023,HAT-P-4
OGLE-2005-BLG-390L,2019,OGLE-2005-BLG-390L
OGLE-2005-BLG-390L b,2019,K2-110
OGLE-2006-BLG-109L,2018,OGLE-2006-BLG-109L
OGLE-2006-BLG-109L b,2018,K2-248
OGLE-2006-BLG-109L c,2018,K2-178
OGLE-2006-BLG-284L,2019,OGLE-2006-BLG-284L A
OGLE-2006-BLG-284L A b,2019,HIP 14810
OGLE-2007-BLG-349L,2018,OGLE-2007-BLG-349L A
OGLE-2007-BLG-349L AB c,2018,K2-45
OGLE-2007-BLG-368L,2024,OGLE-2007-BLG-368L
OGLE-2007-BLG-368L b,2024,HAT-P-23
OGLE-2008-BLG-092L,2020,OGLE-2008-BLG-092L
OGLE-2008-BLG-092L b,2020,K2-150
OGLE-2008-BLG-355L,2020,OGLE-2008-BLG-355L
OGLE-2008-BLG-355L b,2020,HIP 81208 C
OGLE-2011-BLG-0173L,2021,OGLE-2011-BLG-0173L
OGLE-2011-BLG-0173L b,2021,GJ 422
OGLE-2011-BLG-0251L,2018,OGLE-2011-BLG-0251L
OGLE-2011-BLG-0251L b,2018,Kepler-671
OGLE-2011-BLG-0265L,2023,OGLE-2011-BLG-0265L
OGLE-2011-BLG-0265L b,2023,TOI-5542
OGLE-2012-BLG-0026L,2022,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0026L b,2022,K2-151
OGLE-2012-BLG-0026L c,2023,TOI-880
OGLE-2012-BLG-0358L,2019,OGLE-2012-BLG-0358L
OGLE-2012-BLG-0358L b,2019,HD 80653
OGLE-2012-BLG-0406L,2019,OGLE-2012-BLG-0406L
OGLE-2012-BLG-0406L b,2019,GJ 4276
OGLE-2012-BLG-0563L,2023,OGLE-2012-BLG-0563L
OGLE-2012-BLG-0563L b,2023,BD-210397
OGLE-2012-BLG-0724L,2021,OGLE-2012-BLG-0724L
OGLE-2012-BLG-0724L b,2021,HD 89744
OGLE-2012-BLG-0838L,2020,OGLE-2012-BLG-0838L
OGLE-2012-BLG-0838L b,2020,NGTS-20
OGLE-2012-BLG-0950L,2022,OGLE-2012-BLG-0950L
OGLE-2012-BLG-0950L b,2022,HATS-32
OGLE-2013-BLG-0102L,2022,OGLE-2013-BLG-0102L
OGLE-2013-BLG-0102L b,2022,Kepler-580
OGLE-2013-BLG-0132L,2022,OGLE-2013-BLG-0132L
OGLE-2013-BLG-0132L b,2022,HD 89839
OGLE-2013-BLG-0341L,2020,OGLE-2013-BLG-0341L B
OGLE-2013-BLG-0341L B b,2020,Kepler-614
OGLE-2013-BLG-0911L,2023,OGLE-2013-BLG-0911L
OGLE-2013-BLG-0911L b,2023,KELT-17
OGLE-2013-BLG-1721L,2021,OGLE-2013-BLG-1721L
OGLE-2013-BLG-1721L b,2021,TOI-1184
OGLE-2013-BLG-1761L,2020,OGLE-2013-BLG-1761L
OGLE-2013-BLG-1761L b,2020,K2-179
OGLE-2014-BLG-0124L,2021,OGLE-2014-BLG-0124L
OGLE-2014-BLG-0124L b,2021,Kepler-573
OGLE-2014-BLG-0221L,2021,OGLE-2014-BLG-0221L
OGLE-2014-BLG-0221L b,2021,HIP 19976
OGLE-2014-BLG-0319L,2022,OGLE-2014-BLG-0319L
OGLE-2014-BLG-0319L b,2022,TOI-5634 A
OGLE-2014-BLG-0676L,2019,OGLE-2014-BLG-0676L
OGLE-2014-BLG-0676L b,2019,K2-18
OGLE-2014-BLG-1722L,2021,OGLE-2014-BLG-1722L
OGLE-2014-BLG-1722L b,2021,HAT-P-6
OGLE-2014-BLG-1722L c,2022,HAT-P-60
OGLE-2014-BLG-1760L,2022,OGLE-2014-BLG-1760L
OGLE-2014-BLG-1760L b,2022,KMT-2023-BLG-0416L
OGLE-2015-BLG-0051L,2023,OGLE-2015-BLG-0051L
OGLE-2015-BLG-0051L b,2023,K2-70
OGLE-2015-BLG-0954L,2023,OGLE-2015-BLG-0954L
OGLE-2015-BLG-0954L b,2023,HD 90156
OGLE-2015-BLG-0966L,2023,OGLE-2015-BLG-0966L
OGLE-2015-BLG-0966L b,2023,K2-71
OGLE-2015-BLG-1649L,2021,OGLE-2015-BLG-1649L
OGLE-2015-BLG-1649L b,2021,K2-285
OGLE-2015-BLG-1670L,2022,OGLE-2015-BLG-1670L
OGLE-2015-BLG-1670L b,2022,K2-180
OGLE-2015-BLG-1771L,2020,OGLE-2015-BLG-1771L
OGLE-2015-BLG-1771L b,2020,KMT-2019-BLG-0842L
OGLE-2016-BLG-0263L,2022,OGLE-2016-BLG-0263L
OGLE-2016-BLG-0263L b,2022,Kepler-785
OGLE-2016-BLG-0613L,2022,OGLE-2016-BLG-0613L AB
OGLE-2016-BLG-0613L AB b,2022,Kepler-612
OGLE-2016-BLG-1067L,2023,OGLE-2016-BLG-1067L
OGLE-2016-BLG-1067L b,2023,Kepler-686
OGLE-2016-BLG-1093L,2020,OGLE-2016-BLG-1093L
OGLE-2016-BLG-1093L b,2020,HAT-P-61
OGLE-2016-BLG-1190L,2023,OGLE-2016-BLG-1190L
OGLE-2016-BLG-1190L b,2023,14 Her
OGLE-2016-BLG-1195L,2022,OGLE-2016-BLG-1195L
OGLE-2016-BLG-1195L b,2022,K2-152
OGLE-2016-BLG-1227L,2021,OGLE-2016-BLG-1227L
OGLE-2016-BLG-1227L b,2021,HIP 8152
OGLE-2016-BLG-1598L,2023,OGLE-2016-BLG-1598L
OGLE-2016-BLG-1598L b,2023,WASP-13
OGLE-2016-BLG-1800L,2020,OGLE-2016-BLG-1800L
OGLE-2016-BLG-1800L b,2020,GJ 238
OGLE-2017-BLG-0173L,2023,OGLE-2017-BLG-0173L
OGLE-2017-BLG-0173L b,2023,HAT-P-62
OGLE-2017-BLG-0373L,2022,OGLE-2017-BLG-0373L
OGLE-2017-BLG-0373L b,2022,Kepler-1004
OGLE-2017-BLG-0406L,2021,OGLE-2017-BLG-0406L
OGLE-2017-BLG-0406L b,2021,HD 109286
OGLE-2017-BLG-0448L,2021,OGLE-2017-BLG-0448L
OGLE-2017-BLG-0448L b,2021,K2-46
OGLE-2017-BLG-0482L,2022,OGLE-2017-BLG-0482L
OGLE-2017-BLG-0482L b,2022,K2-219
OGLE-2017-BLG-0604L,2022,OGLE-2017-BLG-0604L
OGLE-2017-BLG-0604L b,2022,KMT-2016-BLG-1107L
OGLE-2017-BLG-0640L,2022,OGLE-2017-BLG-0640L
OGLE-2017-BLG-0640L b,2022,Kepler-669
OGLE-2017-BLG-1049L,2022,OGLE-2017-BLG-1049L
OGLE-2017-BLG-1049L b,2022,Kepler-595
OGLE-2017-BLG-1099L,2022,OGLE-2017-BLG-1099L
OGLE-2017-BLG-1099L b,2022,Kepler-68
OGLE-2017-BLG-1140L,2021,OGLE-2017-BLG-1140L
OGLE-2017-BLG-1140L b,2021,K2-249
OGLE-2017-BLG-1237L,2023,OGLE-2017-BLG-1237L
OGLE-2017-BLG-1237L b,2023,Kepler-660
OGLE-2017-BLG-1275L,2022,OGLE-2017-BLG-1275L
OGLE-2017-BLG-1275L b,2022,EPIC 211945201
OGLE-2017-BLG-1375L,2023,OGLE-2017-BLG-1375L
OGLE-2017-BLG-1375L b,2023,HAT-P-63
OGLE-2017-BLG-1434L,2022,OGLE-2017-BLG-1434L
OGLE-2017-BLG-1434L b,2022,GJ 3470
OGLE-2017-BLG-1522L,2022,OGLE-2017-BLG-1522L
OGLE-2017-BLG-1522L b,2022,Kepler-589
OGLE-2017-BLG-1691L,2022,OGLE-2017-BLG-1691L
OGLE-2017-BLG-1691L b,2022,Kepler-567
OGLE-2017-BLG-1806L,2023,OGLE-2017-BLG-1806L
OGLE-2017-BLG-1806L b,2023,HATS-33
OGLE-2018-BLG-0298L,2023,OGLE-2018-BLG-0298L
OGLE-2018-BLG-0298L b,2023,GJ 9714
OGLE-2018-BLG-0383L,2022,OGLE-2018-BLG-0383L
OGLE-2018-BLG-0383L b,2022,Kepler-745
OGLE-2018-BLG-0506L,2022,OGLE-2018-BLG-0506L
OGLE-2018-BLG-0506L b,2022,HATS-34
OGLE-2018-BLG-0516L,2022,OGLE-2018-BLG-0516L
OGLE-2018-BLG-0516L b,2022,Kepler-609
OGLE-2018-BLG-0532L,2022,OGLE-2018-BLG-0532L
OGLE-2018-BLG-0532L b,2022,WASP-145 A
OGLE-2018-BLG-0567L,2023,OGLE-2018-BLG-0567L
OGLE-2018-BLG-0567L b,2023,HATS-35
OGLE-2018-BLG-0596L,2022,OGLE-2018-BLG-0596L
OGLE-2018-BLG-0596L b,2022,Kepler-663
OGLE-2018-BLG-0677L,2022,OGLE-2018-BLG-0677L
OGLE-2018-BLG-0677L b,2022,Kepler-640
OGLE-2018-BLG-0740L,2023,OGLE-2018-BLG-0740L
OGLE-2018-BLG-0740L b,2023,K2-72
OGLE-2018-BLG-0799L,2022,OGLE-2018-BLG-0799L
OGLE-2018-BLG-0799L b,2022,GJ 433
OGLE-2018-BLG-0932L,2023,OGLE-2018-BLG-0932L
OGLE-2018-BLG-0932L b,2023,HAT-P-24
OGLE-2018-BLG-0962L,2022,OGLE-2018-BLG-0962L
OGLE-2018-BLG-0962L b,2022,Kepler-724
OGLE-2018-BLG-0977L,2023,OGLE-2018-BLG-0977L
OGLE-2018-BLG-0977L b,2023,GJ 9827
OGLE-2018-BLG-1011L,2024,OGLE-2018-BLG-1011L
OGLE-2018-BLG-1011L b,2024,KMT-2019-BLG-2783L
OGLE-2018-BLG-1011L c,2024,Gaia-1
OGLE-2018-BLG-1119L,2023,OGLE-2018-BLG-1119L
OGLE-2018-BLG-1119L b,2023,Kepler-1024
OGLE-2018-BLG-1126L,2023,OGLE-2018-BLG-1126L
OGLE-2018-BLG-1126L b,2023,Kepler-786
OGLE-2018-BLG-1185L,2023,OGLE-2018-BLG-1185L
OGLE-2018-BLG-1185L b,2023,K2-73
OGLE-2018-BLG-1212L,2024,OGLE-2018-BLG-1212L
OGLE-2018-BLG-1212L b,2024,K2-74
OGLE-2018-BLG-1269L,2024,OGLE-2018-BLG-1269L
OGLE-2018-BLG-1269L b,2024,Kepler-821
OGLE-2018-BLG-1367L,2024,OGLE-2018-BLG-1367L
OGLE-2018-BLG-1367L b,2024,Kepler-656
OGLE-2018-BLG-1428L,2024,OGLE-2018-BLG-1428L
OGLE-2018-BLG-1428L b,2024,Kepler-659
OGLE-2018-BLG-1647L,2024,OGLE-2018-BLG-1647L
OGLE-2018-BLG-1647L b,2024,Kepler-811
OGLE-2018-BLG-1700L,2024,OGLE-2018-BLG-1700L
OGLE-2018-BLG-1700L b,2024,GJ 251
OGLE-2019-BLG-0249L,2024,OGLE-2019-BLG-0249L
OGLE-2019-BLG-0249L b,2024,HAT-P-25
OGLE-2019-BLG-0299L,2024,OGLE-2019-BLG-0299L
OGLE-2019-BLG-0299L b,2024,K2-75
OGLE-2019-BLG-0304L,2024,OGLE-2019-BLG-0304L
OGLE-2019-BLG-0304L b,2024,GJ 86
OGLE-2019-BLG-0362L,2024,OGLE-2019-BLG-0362L
OGLE-2019-BLG-0362L b,2024,NGC 2682 Sand 364
OGLE-2019-BLG-0468L,2015,OGLE-2019-BLG-0468L
OGLE-2019-BLG-0468L b,2015,HAT-P-27
OGLE-2019-BLG-0468L c,2014,Kepler-571
OGLE-2019-BLG-0679L,2011,OGLE-2019-BLG-0679L
OGLE-2019-BLG-0679L b,2011,BD+20 2457
OGLE-2019-BLG-0954L,2013,OGLE-2019-BLG-0954L
OGLE-2019-BLG-0954L b,2013,Kepler-862
OGLE-2019-BLG-0960L,2013,OGLE-2019-BLG-0960L
OGLE-2019-BLG-0960L b,2013,GJ 436
OGLE-2019-BLG-1053L,2019,OGLE-2019-BLG-1053L
OGLE-2019-BLG-1053L b,2019,WISEP J121756.91+162640.2 A
OGLE-2019-BLG-1180L,2019,OGLE-2019-BLG-1180L
OGLE-2019-BLG-1180L b,2019,Wolf 1061
OGLE-2019-BLG-1470L,2020,OGLE-2019-BLG-1470L A
OGLE-2019-BLG-1470L AB c,2020,Kepler-616
OGLE-2019-BLG-1492L,2020,OGLE-2019-BLG-1492L
OGLE-2019-BLG-1492L b,2020,Kepler-703
OGLE-2023-BLG-0836L,2021,OGLE-2023-BLG-0836L
OGLE-2023-BLG-0836L b,2021,HATS-7
OGLE2-TR-L9,2013,OGLE2-TR-L9
OGLE2-TR-L9 b,2013,LHS 475
OGLE-TR-10,2021,OGLE-TR-10
OGLE-TR-10 b,2021,OGLE-2014-BLG-1722L
OGLE-TR-111,2010,OGLE-TR-111
OGLE-TR-111 b,2010,K2-343
OGLE-TR-113,2023,OGLE-TR-113
OGLE-TR-113 b,2023,MOA-2010-BLG-073L
OGLE-TR-132,2021,OGLE-TR-132
OGLE-TR-132 b,2021,HATS-48 A
OGLE-TR-182,2021,OGLE-TR-182
OGLE-TR-182 b,2021,HATS-37 A
OGLE-TR-211,2013,OGLE-TR-211
OGLE-TR-211 b,2013,HAT-P-56
