Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Orbital Period [days],Planetary Type,Gravity Strength,Has Biosphere,Star Name
Kepler-69 b,1,41.4,0.584216,Dwarf Planet,Low,1,Kepler-69
Kepler-69 c,2.03,48.42,8.32727,Ice Giant,High,0,Kepler-69
Kepler-690 b,1.96,82.78,2.86041,Garden World,Medium,1,Kepler-690
Kepler-691 b,2.5,86.27,13.841901,Proto Planet,Low,1,Kepler-691
Kepler-692 b,11.209,83.72,11.168454,Garden World,Medium,1,Kepler-692
Kepler-693 b,1.343,4.62,2.4675,Garden World,Medium,1,Kepler-693
Kepler-694 b,1.281,116.37,7.06005,Gas Giant,High,0,Kepler-694
Kepler-695 b,2.358,92.12,24.3645,Gas Giant,High,0,Kepler-695
Kepler-696 b,16.062,57.18,2.18053332,Chthonian Planet,Low,1,Kepler-696
Kepler-697 b,14.572,22.96,3.20466,Garden World,Medium,1,Kepler-697
Kepler-698 b,1.1,71.66,5.24,Garden World,Medium,1,Kepler-698
Kepler-7 b,1,86.43,7.775,Gas Giant,High,0,Kepler-7
Kepler-700 b,1.1,64.28,10.115,Proto Planet,Low,1,Kepler-700
Kepler-701 b,5.4,44.92,20.88977,Garden World,Medium,1,Kepler-701
Kepler-702 b,7.5,90.46,42.3391,Gas Giant,High,0,Kepler-702
Kepler-703 b,2,13.78,6.034,Ice Giant,High,0,Kepler-703
Kepler-704 b,1.8,69.48,20.523,Gas Giant,High,0,Kepler-704
Kepler-705 b,2.55,64.98,26.8199,Gas Giant,High,0,Kepler-705
Kepler-707 b,2.54,8.35,6.51389,Ice Giant,High,0,Kepler-707
Kepler-708 b,2.17,43.31,11.54182,Gas Giant,High,0,Kepler-708
Kepler-709 b,2.01,24.96,24.94598,Garden World,Medium,1,Kepler-709
Kepler-710 b,1.75,101.53,21.06884,Dwarf Planet,Low,1,Kepler-710
Kepler-711 b,4.34,115.97,11.89307,Proto Planet,Low,1,Kepler-711
Kepler-712 b,3.49,85.15,5.76918,Ice Giant,High,0,Kepler-712
Kepler-712 c,2.12,38.37,2.25021,Dwarf Planet,Low,1,Kepler-712
Kepler-713 b,2.19,28.05,6.49424,Ice Giant,High,0,Kepler-713
Kepler-714 b,2.57,65.25,7.17256,Proto Planet,Low,1,Kepler-714
Kepler-715 b,2.79,28.07,12.409,Dwarf Planet,Low,1,Kepler-715
Kepler-716 b,3.44,70.2,3.48456408,Ice Giant,High,0,Kepler-716
Kepler-716 c,2.713,119.8,4.01392,Dwarf Planet,Low,1,Kepler-716
Kepler-717 b,2.35,39.42,9.30075,Dwarf Planet,Low,1,Kepler-717
Kepler-718 b,1.74,64.97,13.81513,Ice Giant,High,0,Kepler-718
Kepler-719 b,12.67,103.09,4.00167,Dwarf Planet,Low,1,Kepler-719
Kepler-720 b,1.63,82.49,4.09639,Ice Giant,High,0,Kepler-720
Kepler-721 b,2.19,110.14,12.11839,Chthonian Planet,Low,1,Kepler-721
Kepler-722 b,2.9,116.7,1.96417,Garden World,Medium,1,Kepler-722
Kepler-722 c,0.83,62.14,1.60588,Gas Giant,High,0,Kepler-722
Kepler-723 b,3,32.32,19.0921,Proto Planet,Low,1,Kepler-723
Kepler-724 b,2.32,97.46,15.48043,Chthonian Planet,Low,1,Kepler-724
Kepler-725 b,2.67,79.5,14.5665,Ice Giant,High,0,Kepler-725
Kepler-726 b,18.416,21.44,2.62669762,Proto Planet,Low,1,Kepler-726
Kepler-727 b,9.27,64.64,11.6334681,Proto Planet,Low,1,Kepler-727
Kepler-728 b,2.41,69.9,50.818947,Ice Giant,High,0,Kepler-728
Kepler-729 b,2.231,14.03,5.840002,Dwarf Planet,Low,1,Kepler-729
Kepler-730 b,2.668,114.79,19.660302,Garden World,Medium,1,Kepler-730
Kepler-730 c,1.708,108.31,2.36902,Gas Giant,High,0,Kepler-730
Kepler-731 b,3.3,112.09,0.658524,Gas Giant,High,0,Kepler-731
Kepler-732 b,0.705,48.36,7.814,Ice Giant,High,0,Kepler-732
Kepler-732 c,2.93,120.41,14.697,Ice Giant,High,0,Kepler-732
Kepler-733 b,2.73,85.18,19.482,Chthonian Planet,Low,1,Kepler-733
Kepler-734 b,1.5,27.06,2.151676,Dwarf Planet,Low,1,Kepler-734
Kepler-735 b,2.69,5.55,9.327527,Chthonian Planet,Low,1,Kepler-735
Kepler-736 b,1.49,90.07,4.528598,Garden World,Medium,1,Kepler-736
Kepler-737 b,1.33,75.63,6.131243,Gas Giant,High,0,Kepler-737
Kepler-738 b,2.23,28.11,26.27057,Proto Planet,Low,1,Kepler-738
Kepler-739 b,1.57,23.91,4.144965,Ice Giant,High,0,Kepler-739
Kepler-74 b,4.48,52.78,6.771315,Dwarf Planet,Low,1,Kepler-74
Kepler-740 b,1.38,45.87,1.543069,Ice Giant,High,0,Kepler-740
Kepler-741 b,2.95,104.45,4.400028,Gas Giant,High,0,Kepler-741
Kepler-742 b,7.28,4.6,8.562421,Chthonian Planet,Low,1,Kepler-742
Kepler-743 b,3.13,12.23,14.4536756,Garden World,Medium,1,Kepler-743
Kepler-744 b,3.05,55.42,11.7195663,Proto Planet,Low,1,Kepler-744
Kepler-745 b,2.08,22.16,14.1330314,Dwarf Planet,Low,1,Kepler-745
Kepler-746 b,2.34,91.6,3.2809626,Proto Planet,Low,1,Kepler-746
Kepler-747 b,2.21,78.06,8.4388385,Proto Planet,Low,1,Kepler-747
Kepler-748 b,3.77,65.12,18.718269,Ice Giant,High,0,Kepler-748
Kepler-749 b,2.186,25.4,6.326768,Garden World,Medium,1,Kepler-749
Kepler-75 b,2.98,68.29,3.334966,Dwarf Planet,Low,1,Kepler-75
Kepler-750 b,1.21,94.02,7.122605,Proto Planet,Low,1,Kepler-750
Kepler-750 c,2.32,0.96,2.260455,Chthonian Planet,Low,1,Kepler-750
Kepler-751 b,7.5,116.94,19.89526,Proto Planet,Low,1,Kepler-751
Kepler-752 b,8.18,88.27,8.687721,Ice Giant,High,0,Kepler-752
Kepler-753 b,2.5,98.33,4.169783,Ice Giant,High,0,Kepler-753
Kepler-754 b,3.52,92.49,1.921036,Ice Giant,High,0,Kepler-754
Kepler-755 b,2.78,114.38,4.795069,Chthonian Planet,Low,1,Kepler-755
Kepler-755 c,2.59,33.22,3.471745,Proto Planet,Low,1,Kepler-755
Kepler-756 b,3.53,117.33,7.138048,Gas Giant,High,0,Kepler-756
Kepler-757 b,2.48,9.95,10.45582,Proto Planet,Low,1,Kepler-757
Kepler-758 b,1.95,64.21,14.76289,Dwarf Planet,Low,1,Kepler-758
Kepler-758 c,2.1,76.35,27.359,Proto Planet,Low,1,Kepler-758
Kepler-758 d,9.494,68.11,14.893291,Chthonian Planet,Low,1,Kepler-758
Kepler-758 e,1.9,28.94,31.393463,Garden World,Medium,1,Kepler-758
Kepler-759 b,9.1,15.49,13.156969,Dwarf Planet,Low,1,Kepler-759
Kepler-76 b,13.339,71.63,3.2588321,Garden World,Medium,1,Kepler-76
Kepler-760 b,3.06,122.49,9.21165,Chthonian Planet,Low,1,Kepler-760
Kepler-760 c,11.276,82.98,48.36685,Chthonian Planet,Low,1,Kepler-760
Kepler-761 b,1.589,109.91,2.225177,Ice Giant,High,0,Kepler-761
Kepler-762 b,2.63,80.58,16.9841,Gas Giant,High,0,Kepler-762
Kepler-763 b,2.45,10.96,13.1225,Chthonian Planet,Low,1,Kepler-763
Kepler-763 c,1.66,87.61,2.50387,Ice Giant,High,0,Kepler-763
Kepler-763 d,10.054,29.51,4.024867,Gas Giant,High,0,Kepler-763
Kepler-764 b,2.078,117.73,10.0546535,Dwarf Planet,Low,1,Kepler-764
Kepler-765 b,1.582,74.33,24.646729,Dwarf Planet,Low,1,Kepler-765
Kepler-766 b,1.458,70.91,44.55603,Ice Giant,High,0,Kepler-766
Kepler-767 b,11.646,63.21,4.098503,Proto Planet,Low,1,Kepler-767
Kepler-768 b,9.916,41.63,3.38628,Gas Giant,High,0,Kepler-768
Kepler-769 b,11.882,51.25,1.25785,Proto Planet,Low,1,Kepler-769
Kepler-769 c,12.8,69.34,921.2,Proto Planet,Low,1,Kepler-769
Kepler-77 b,0.95,73.05,3.1443189,Chthonian Planet,Low,1,Kepler-77
Kepler-770 b,1.33,87.21,1.133,Proto Planet,Low,1,Kepler-770
Kepler-770 c,1.83,89.97,5.26,Ice Giant,High,0,Kepler-770
Kepler-770 d,2.93,54.57,6.22,Gas Giant,High,0,Kepler-770
Kepler-771 b,1.66,108.15,7.01,Dwarf Planet,Low,1,Kepler-771
Kepler-772 b,2.79,117.18,26.68,Dwarf Planet,Low,1,Kepler-772
Kepler-773 b,5.299,24.52,8.992,Gas Giant,High,0,Kepler-773
Kepler-774 b,3.134,46.31,20.66093,Proto Planet,Low,1,Kepler-774
Kepler-775 b,3.484,3.24,31.71701,Ice Giant,High,0,Kepler-775
Kepler-776 b,1.212,86.96,4.34934,Garden World,Medium,1,Kepler-776
Kepler-777 b,2.62,67.47,1.995,Proto Planet,Low,1,Kepler-777
Kepler-778 b,2.051,32.93,2.2979749,Proto Planet,Low,1,Kepler-778
Kepler-779 b,1.92,45.69,8.205,Chthonian Planet,Low,1,Kepler-779
Kepler-78 b,2.1,68.81,24.93,Chthonian Planet,Low,1,Kepler-78
Kepler-780 b,2.43,107.77,3.262,Proto Planet,Low,1,Kepler-780
Kepler-781 b,2.2,2.88,6.93,Gas Giant,High,0,Kepler-781
Kepler-782 b,2.28,59.47,1.256,Ice Giant,High,0,Kepler-782
Kepler-783 b,8.676,110.07,12.4551225,Ice Giant,High,0,Kepler-783
Kepler-783 c,5.04,78.29,5.424865,Dwarf Planet,Low,1,Kepler-783
Kepler-784 b,2.77,94.7,13.774798,Proto Planet,Low,1,Kepler-784
Kepler-784 c,1.79,37.01,9.398977,Ice Giant,High,0,Kepler-784
Kepler-785 b,2.72,41.76,22.996591,Dwarf Planet,Low,1,Kepler-785
Kepler-786 b,2.2,115.34,17.70632,Dwarf Planet,Low,1,Kepler-786
Kepler-787 b,6.18,5.91,14.759287,Dwarf Planet,Low,1,Kepler-787
Kepler-788 b,5.65,96.61,5.113981,Garden World,Medium,1,Kepler-788
Kepler-789 b,2.21,14.19,12.283211,Dwarf Planet,Low,1,Kepler-789
Kepler-79 b,1.22,91.01,21.194733,Ice Giant,High,0,Kepler-79
Kepler-79 c,2.62,109.7,16.273563,Ice Giant,High,0,Kepler-79
Kepler-79 d,1.03,66.05,3.850614,Proto Planet,Low,1,Kepler-79
Kepler-79 e,1.92,47.14,19.507428,Gas Giant,High,0,Kepler-79
Kepler-790 b,13.75,49.51,2.9956348,Chthonian Planet,Low,1,Kepler-790
Kepler-791 b,3.36,115.24,29.740451,Chthonian Planet,Low,1,Kepler-791
Kepler-792 b,3.21,89.94,36.552551,Dwarf Planet,Low,1,Kepler-792
Kepler-793 b,2.03,85.33,11.561052,Gas Giant,High,0,Kepler-793
Kepler-794 b,1.65,68.91,2.787174,Garden World,Medium,1,Kepler-794
Kepler-795 b,2.02,1.97,7.676972,Gas Giant,High,0,Kepler-795
Kepler-796 b,1.59,87.09,3.35585,Gas Giant,High,0,Kepler-796
Kepler-797 b,2.11,32.93,10.367437,Proto Planet,Low,1,Kepler-797
Kepler-798 b,2.26,1.23,26.201446,Dwarf Planet,Low,1,Kepler-798
Kepler-799 b,2.41,116.81,7.187257,Gas Giant,High,0,Kepler-799
Kepler-799 c,3.26,36.26,4.688418,Gas Giant,High,0,Kepler-799
Kepler-8 b,2.67,37.21,12.550171,Ice Giant,High,0,Kepler-8
Kepler-80 b,1.38,20.02,9.032178,Chthonian Planet,Low,1,Kepler-80
Kepler-80 c,1.32,81.32,2.399964,Proto Planet,Low,1,Kepler-80
Kepler-80 d,1.93,87.07,5.608352,Proto Planet,Low,1,Kepler-80
Kepler-80 e,1.54,92.09,4.163873,Garden World,Medium,1,Kepler-80
Kepler-80 f,2.74,103.43,19.991944,Chthonian Planet,Low,1,Kepler-80
Kepler-80 g,2.54,11.39,7.806164,Ice Giant,High,0,Kepler-80
Kepler-800 b,1.37,53.88,3.665912,Ice Giant,High,0,Kepler-800
Kepler-801 b,1.92,25.67,8.234885,Gas Giant,High,0,Kepler-801
Kepler-802 b,2.23,27.02,14.871387,Garden World,Medium,1,Kepler-802
Kepler-803 b,5.55,10.48,15.466805,Ice Giant,High,0,Kepler-803
Kepler-804 b,1.56,32.61,3.793306,Dwarf Planet,Low,1,Kepler-804
Kepler-804 c,2.25,85.06,5.7385647,Gas Giant,High,0,Kepler-804
Kepler-805 b,2.29,36.64,21.0267366,Gas Giant,High,0,Kepler-805
Kepler-806 b,3.72,112.08,16.3488637,Proto Planet,Low,1,Kepler-806
Kepler-808 b,2.68,25.23,11.2510285,Proto Planet,Low,1,Kepler-808
Kepler-809 b,1.43,122.65,1.422614,Proto Planet,Low,1,Kepler-809
Kepler-81 b,3.2,102.64,5.340888,Ice Giant,High,0,Kepler-81
Kepler-81 c,4.02,80.47,9.79692,Ice Giant,High,0,Kepler-81
Kepler-81 d,2.906,93.32,23.448172,Dwarf Planet,Low,1,Kepler-81
Kepler-810 b,2.359,63.3,15.937039,Gas Giant,High,0,Kepler-810
Kepler-811 b,2.413,91.32,20.645099,Gas Giant,High,0,Kepler-811
Kepler-812 b,1.332,18.96,5.025598,Dwarf Planet,Low,1,Kepler-812
Kepler-813 b,1.361,79.26,9.660186,Gas Giant,High,0,Kepler-813
Kepler-814 b,1.948,64.43,20.201085,Garden World,Medium,1,Kepler-814
Kepler-815 b,1.313,109.97,5.761612,Gas Giant,High,0,Kepler-815
Kepler-816 b,1.61,64.93,4.44117,Garden World,Medium,1,Kepler-816
Kepler-817 b,2.75,33.22,6.42904,Gas Giant,High,0,Kepler-817
Kepler-818 b,2.73,1.23,14.09189,Garden World,Medium,1,Kepler-818
Kepler-819 b,3.207,45.88,2.14084,Garden World,Medium,1,Kepler-819
Kepler-82 b,13.024,57.05,3.114905,Gas Giant,High,0,Kepler-82
Kepler-82 c,2.945,103.92,9.844077,Ice Giant,High,0,Kepler-82
Kepler-82 d,2.061,121.36,11.02066,Gas Giant,High,0,Kepler-82
Kepler-82 e,1.593,92.87,4.521953,Gas Giant,High,0,Kepler-82
Kepler-82 f,2.213,123.28,16.43445,Garden World,Medium,1,Kepler-82
Kepler-820 b,2.243,81.77,14.453895,Gas Giant,High,0,Kepler-820
Kepler-821 b,1.736,81.14,5.776475,Chthonian Planet,Low,1,Kepler-821
Kepler-822 b,1.693,33.55,12.832235,Gas Giant,High,0,Kepler-822
Kepler-823 b,2.88,48.36,2.060438,Gas Giant,High,0,Kepler-823
Kepler-824 b,2.181,121.78,8.777247,Dwarf Planet,Low,1,Kepler-824
Kepler-825 b,1.655,10.62,4.01593,Dwarf Planet,Low,1,Kepler-825
Kepler-825 c,2.49,92.1,10.56103,Chthonian Planet,Low,1,Kepler-825
Kepler-826 b,2.729,109.29,9.401312,Proto Planet,Low,1,Kepler-826
Kepler-827 b,1.075,102.32,7.9389334,Dwarf Planet,Low,1,Kepler-827
Kepler-828 b,2,48.38,16.034656,Proto Planet,Low,1,Kepler-828
Kepler-829 b,1.689,24.68,26.803023,Chthonian Planet,Low,1,Kepler-829
Kepler-83 b,2.072,54.89,21.700156,Garden World,Medium,1,Kepler-83
Kepler-83 c,1.564,68.87,1.865962,Ice Giant,High,0,Kepler-83
Kepler-83 d,1.076,31.31,2.231527,Gas Giant,High,0,Kepler-83
Kepler-830 b,1.191,117.18,4.194766,Gas Giant,High,0,Kepler-830
Kepler-831 b,1.392,11.05,6.679582,Ice Giant,High,0,Kepler-831
Kepler-832 b,1.345,14.51,9.715043,Proto Planet,Low,1,Kepler-832
Kepler-833 b,2.222,64.82,13.62749,Chthonian Planet,Low,1,Kepler-833
Kepler-834 b,1.539,57.21,2.380867,Chthonian Planet,Low,1,Kepler-834
Kepler-835 b,2.32,69.64,7.473223,Gas Giant,High,0,Kepler-835
Kepler-836 b,7.322,6.29,28.735327,Proto Planet,Low,1,Kepler-836
Kepler-837 b,3.66,11.42,6.339069,Gas Giant,High,0,Kepler-837
Kepler-838 b,2.184,64.05,8.584043,Dwarf Planet,Low,1,Kepler-838
Kepler-839 b,2.04,113.69,20.851337,Chthonian Planet,Low,1,Kepler-839
Kepler-84 b,6.277,5.22,4.60543,Proto Planet,Low,1,Kepler-84
Kepler-84 c,4.662,76.06,3.312792,Proto Planet,Low,1,Kepler-84
Kepler-84 d,1.371,4.65,4.622654,Dwarf Planet,Low,1,Kepler-84
Kepler-84 e,1.85,33.32,15.398723,Proto Planet,Low,1,Kepler-84
Kepler-84 f,2.352,113.39,10.413181,Gas Giant,High,0,Kepler-84
Kepler-841 b,1.692,110.8,5.095717,Gas Giant,High,0,Kepler-841
Kepler-842 b,2.597,33.26,4.803352,Dwarf Planet,Low,1,Kepler-842
Kepler-843 b,3.395,0.68,8.491282,Gas Giant,High,0,Kepler-843
Kepler-844 b,1.579,14.7,0.673862,Chthonian Planet,Low,1,Kepler-844
Kepler-845 b,3.124,88.22,25.76051,Garden World,Medium,1,Kepler-845
Kepler-846 b,2.417,111.9,3.572326,Ice Giant,High,0,Kepler-846
Kepler-847 b,2.274,54.73,6.393025,Proto Planet,Low,1,Kepler-847
Kepler-848 b,5.098,88.16,18.787839,Dwarf Planet,Low,1,Kepler-848
Kepler-849 b,2.1,0.42,10.003417,Garden World,Medium,1,Kepler-849
Kepler-85 b,1.163,66.93,3.865053,Ice Giant,High,0,Kepler-85
Kepler-85 c,2.262,4.49,6.293099,Garden World,Medium,1,Kepler-85
Kepler-85 d,2.678,23.57,17.27474,Dwarf Planet,Low,1,Kepler-85
Kepler-85 e,5.333,83.85,33.589979,Dwarf Planet,Low,1,Kepler-85
Kepler-850 b,2.53,26.32,13.115365,Gas Giant,High,0,Kepler-850
Kepler-851 b,4.569,13.47,3.435471,Dwarf Planet,Low,1,Kepler-851
Kepler-852 b,4.602,119.83,22.549406,Gas Giant,High,0,Kepler-852
Kepler-853 b,1.283,121.09,4.941907,Proto Planet,Low,1,Kepler-853
Kepler-855 b,1.36,109.44,9.22453,Proto Planet,Low,1,Kepler-855
Kepler-856 b,1.677,84.33,20.978959,Gas Giant,High,0,Kepler-856
Kepler-857 b,2.482,85.88,1.908084,Proto Planet,Low,1,Kepler-857
Kepler-858 b,0.99,80.83,3.2141,Proto Planet,Low,1,Kepler-858
Kepler-859 b,2.116,55.41,5.9382,Chthonian Planet,Low,1,Kepler-859
Kepler-860 b,0.76,55.1,0.8094,Dwarf Planet,Low,1,Kepler-860
Kepler-861 b,1.233,8.78,5.3301,Gas Giant,High,0,Kepler-861
Kepler-862 b,1.219,40.8,4.3696,Gas Giant,High,0,Kepler-862
Kepler-996 b,1.929,109.33,6.669,Chthonian Planet,Low,1,Kepler-996
Kepler-997 b,1.015,23.94,4.0179694,Dwarf Planet,Low,1,Kepler-997
Kepler-998 b,2.66,69.09,13.102,Ice Giant,High,0,Kepler-998
Kepler-999 b,3.31,106.07,6.535,Gas Giant,High,0,Kepler-999
KIC 10001893 b,12.8,61.74,7900,Proto Planet,Low,1,KIC 10001893
KIC 10001893 c,13.2,0.88,422.82,Gas Giant,High,0,KIC 10001893
KIC 10001893 d,12.6,40.68,6717,Garden World,Medium,1,KIC 10001893
KIC 10068024 b,9.6,95.89,3.97097,Garden World,Medium,1,KIC 10068024
KIC 10525077 b,13.1,4.42,415.891,Proto Planet,Low,1,KIC 10525077
KIC 3526061 b,4.12,8.46,5.7361,Ice Giant,High,0,KIC 3526061
KIC 3558849 b,2.896,96.61,6.527363,Ice Giant,High,0,KIC 3558849
KIC 5437945 b,14.1,88.39,273.1,Gas Giant,High,0,KIC 5437945
KIC 5479689 b,2.4,49.54,5.39792,Gas Giant,High,0,KIC 5479689
KIC 7917485 b,2.72,67.49,15.299,Dwarf Planet,Low,1,KIC 7917485
KIC 8121913 b,2.42,50.47,24.451,Dwarf Planet,Low,1,KIC 8121913
KIC 8540376 b,13.6,111.74,1807,Gas Giant,High,0,KOI-7892
KIC 8540376 c,11.994,79.61,111.4367,Ice Giant,High,0,KOI-7892
KIC 9663113 b,1.613,55.86,0.719573,Proto Planet,Low,1,KIC 9663113
KMT-2016-BLG-0212L b,12.8,85.58,1752.92067,Dwarf Planet,Low,1,KMT-2016-BLG-0212L
KMT-2016-BLG-1105L b,12.8,4.6,6383.78352,Gas Giant,High,0,KMT-2016-BLG-1105L
KMT-2016-BLG-1107L b,12,95.64,10839.83341,Gas Giant,High,0,KMT-2016-BLG-1107L
KMT-2016-BLG-1397L b,12.6,62.65,1004.7,Gas Giant,High,0,KMT-2016-BLG-1397L
KMT-2016-BLG-1820L b,13.5,91.62,183.93,Garden World,Medium,1,KMT-2016-BLG-1820L
KMT-2016-BLG-1836L b,12,90.42,1021.20159,Ice Giant,High,0,KMT-2016-BLG-1836L
KMT-2016-BLG-2142L b,12,104.17,622.97802,Ice Giant,High,0,KMT-2016-BLG-2142L
KMT-2016-BLG-2321L b,13.3,5.13,705,Proto Planet,Low,1,KMT-2016-BLG-2321L
KMT-2016-BLG-2364L b,13.5,97.25,441.47,Proto Planet,Low,1,KMT-2016-BLG-2364L
KMT-2016-BLG-2397L b,13.4,122.3,220.078,Proto Planet,Low,1,KMT-2016-BLG-2397L
KMT-2016-BLG-2605L b,9.58,121.43,158.991,Ice Giant,High,0,KMT-2016-BLG-2605L
KMT-2017-BLG-0165L b,14.1,86.15,2.985628,Dwarf Planet,Low,1,KMT-2017-BLG-0165L
KMT-2017-BLG-0428L b,13.6,28.25,8241,Gas Giant,High,0,KMT-2017-BLG-0428L
KMT-2017-BLG-0673L b,14,18.03,1313,Proto Planet,Low,1,KMT-2017-BLG-0673L
KMT-2017-BLG-1003L b,6.16,106.07,799.52,Dwarf Planet,Low,1,KMT-2017-BLG-1003L
KMT-2017-BLG-1038L b,13.4,22.76,227,Gas Giant,High,0,KMT-2017-BLG-1038L
KMT-2017-BLG-1146L b,12.5,77.09,25775.78859,Chthonian Planet,Low,1,KMT-2017-BLG-1146L
KMT-2017-BLG-1194L b,13.6,114.89,2.1378431,Dwarf Planet,Low,1,KMT-2017-BLG-1194L
KMT-2017-BLG-2509L b,14.3,70.6,1628,Dwarf Planet,Low,1,KMT-2017-BLG-2509L
KMT-2018-BLG-0029L b,2.16,100.7,3.98442,Gas Giant,High,0,KMT-2018-BLG-0029L
KMT-2018-BLG-0030L b,12.5,63.05,1488.79123,Chthonian Planet,Low,1,KMT-2018-BLG-0030L
KMT-2018-BLG-0087L b,3.03,76.1,31.1515,Garden World,Medium,1,KMT-2018-BLG-0087L
KMT-2018-BLG-0247L b,12.3,49.7,1644.69097,Dwarf Planet,Low,1,KMT-2018-BLG-0247L
KMT-2018-BLG-0748L b,13,68.03,1270,Garden World,Medium,1,KMT-2018-BLG-0748L
KMT-2018-BLG-0885L b,12.4,77.1,13.481,Ice Giant,High,0,KMT-2018-BLG-0885L
KMT-2018-BLG-1025L b,12.8,25.09,3309.22118,Chthonian Planet,Low,1,KMT-2018-BLG-1025L
KMT-2018-BLG-1292L b,12.6,79.81,18538.79293,Ice Giant,High,0,KMT-2018-BLG-1292L
KMT-2018-BLG-1743L b,13.8,121.75,3.414884,Proto Planet,Low,1,KMT-2018-BLG-1743L
KMT-2018-BLG-1976L b,2.49,34.15,146.05,Gas Giant,High,0,KMT-2018-BLG-1976L
KMT-2018-BLG-1988L b,13.4,89.33,2166,Proto Planet,Low,1,KMT-2018-BLG-1988L
KMT-2018-BLG-1990L b,7.398,52.53,11.8143,Ice Giant,High,0,KMT-2018-BLG-1990L
KMT-2018-BLG-1996L b,12.6,89.52,256.78,Dwarf Planet,Low,1,KMT-2018-BLG-1996L
KMT-2018-BLG-2602L b,12.9,26.75,3441,Dwarf Planet,Low,1,KMT-2018-BLG-2602L
KMT-2019-BLG-0253L b,4.43,28.21,49.77,Chthonian Planet,Low,1,KMT-2019-BLG-0253L
KMT-2019-BLG-0297L b,13.7,78.48,1179,Dwarf Planet,Low,1,KMT-2019-BLG-0297L
KMT-2019-BLG-0298L b,13,102.53,325.803,Chthonian Planet,Low,1,KMT-2019-BLG-0298L
KMT-2019-BLG-0335L b,13,83.16,11611.2975,Ice Giant,High,0,KMT-2019-BLG-0335L
KMT-2019-BLG-0371L b,13.4,86.31,143.58,Dwarf Planet,Low,1,KMT-2019-BLG-0371L
KMT-2019-BLG-0414L b,1.69,55.72,2.45946,Chthonian Planet,Low,1,KMT-2019-BLG-0414L
KMT-2019-BLG-0842L b,12.3,59.76,14010.2941,Proto Planet,Low,1,KMT-2019-BLG-0842L
KMT-2019-BLG-0953L b,1.88,86.32,7.3426,Dwarf Planet,Low,1,KMT-2019-BLG-0953L
KMT-2019-BLG-1042L b,2.56,104.97,13.18,Proto Planet,Low,1,KMT-2019-BLG-1042L
KMT-2019-BLG-1216L b,2.89,88.02,45.85,Ice Giant,High,0,KMT-2019-BLG-1216L
KMT-2019-BLG-1339L b,1.47,99.41,1.0376109,Ice Giant,High,0,KMT-2019-BLG-1339L
KMT-2019-BLG-1367L b,3.12,84.02,3.6451389,Dwarf Planet,Low,1,KMT-2019-BLG-1367L
KMT-2019-BLG-1552L b,14,57.98,30.052,Garden World,Medium,1,KMT-2019-BLG-1552L
KMT-2019-BLG-1715L b,13.4,56.23,192.9,Dwarf Planet,Low,1,KMT-2019-BLG-1715L
KMT-2019-BLG-1806L b,14.2,69.46,2164,Proto Planet,Low,1,KMT-2019-BLG-1806L
KMT-2019-BLG-1953L b,13.7,47.56,1576,Ice Giant,High,0,KMT-2019-BLG-1953L
KMT-2019-BLG-2783L b,12.9,50,0,Gas Giant,High,0,KMT-2019-BLG-2783L
KMT-2019-BLG-2974L b,13.7,57.88,464.4,Proto Planet,Low,1,KMT-2019-BLG-2974L
KMT-2020-BLG-0414L b,13.1,92.36,1785,Chthonian Planet,Low,1,KMT-2020-BLG-0414L
KMT-2020-BLG-0414L c,12.4,27.93,482,Proto Planet,Low,1,KMT-2020-BLG-0414L
KMT-2021-BLG-0119L b,3.89,23.94,55.087,Gas Giant,High,0,KMT-2021-BLG-0119L
KMT-2021-BLG-0171L b,12.8,100.02,2041.54152,Gas Giant,High,0,KMT-2021-BLG-0171L
KMT-2021-BLG-0192L b,3.76,82.56,2946,Ice Giant,High,0,KMT-2021-BLG-0192L
KMT-2021-BLG-0240L b,13,73.68,4375,Garden World,Medium,1,KMT-2021-BLG-0240L
KMT-2021-BLG-0320L b,13.7,42.6,362.5,Chthonian Planet,Low,1,KMT-2021-BLG-0320L
KMT-2021-BLG-0322L b,12.1,16.68,647.29999,Dwarf Planet,Low,1,KMT-2021-BLG-0322L
KMT-2021-BLG-0712L b,14,104.94,498.04,Ice Giant,High,0,KMT-2021-BLG-0712L
KMT-2021-BLG-0748L b,2.93,113.1,8.1245,Dwarf Planet,Low,1,KMT-2021-BLG-0748L
KMT-2021-BLG-0909L b,1.69,64.41,19.88,Ice Giant,High,0,KMT-2021-BLG-0909L
KMT-2021-BLG-0912L b,3.61,81.32,103.5,Ice Giant,High,0,KMT-2021-BLG-0912L
KMT-2021-BLG-1077L b,13.7,30.83,514,Chthonian Planet,Low,1,KMT-2021-BLG-1077L
KMT-2021-BLG-1077L c,12.1,15.39,6449.08337,Gas Giant,High,0,KMT-2021-BLG-1077L
KMT-2021-BLG-1105L b,13.3,34.73,0,Proto Planet,Low,1,KMT-2021-BLG-1105L
KMT-2021-BLG-1150L b,2.12,118.27,9.4897116,Gas Giant,High,0,KMT-2021-BLG-1150L
KMT-2021-BLG-1253L b,13.4,96.66,433.8,Garden World,Medium,1,KMT-2021-BLG-1253L
KMT-2021-BLG-1303L b,12.6,116.44,5697.3043,Dwarf Planet,Low,1,KMT-2021-BLG-1303L
